no,time,pressue,speed
6080,3,-4,-2.00
6080,4,-1,-2.00
6080,5,0,-2.00
6080,6,3,-2.00
6080,7,-5,-3.00
6080,8,8,-3.00
6080,9,-1,-3.00
6080,10,6,-4.00
6080,11,10,0.00
6080,12,10,6.00
6080,13,5,5.00
6080,14,5,4.00
6080,15,-2,4.00
6080,16,4,5.00
6080,17,-1,5.00
6080,18,-3,5.00
6080,19,3,5.00
6081,0,-4,0.00
6081,1,10,6.00
6081,2,7,7.00
6081,3,1,7.00
6081,4,5,7.00
6081,5,0,7.00
6081,6,7,11.00
6081,7,4,12.00
6081,8,-5,12.00
6081,9,6,12.00
6081,10,-4,13.00
6081,11,0,13.00
6081,12,10,19.00
6081,13,10,17.00
6081,14,3,17.00
6081,15,1,17.00
6081,16,0,17.00
6081,17,1,17.00
6081,18,-2,17.00
6081,19,8,15.00
6082,0,1,0.00
6082,1,5,0.00
6082,2,-5,0.00
6082,3,9,3.00
6082,4,0,3.00
6082,5,10,-3.00
6082,6,3,-2.00
6082,7,0,-2.00
6082,8,5,-2.00
6082,9,6,0.00
6082,10,5,0.00
6082,11,-4,-1.00
6082,12,5,2.00
6082,13,0,2.00
6082,14,10,0.00
6082,15,10,0.00
6082,16,2,0.00
6082,17,-4,2.00
6082,18,9,2.00
6082,19,3,2.00
6083,0,6,0.00
6083,1,4,1.00
6083,2,4,2.00
6083,3,0,2.00
6083,4,-1,2.00
6083,5,-3,1.00
6083,6,7,5.00
6083,7,7,4.00
6083,8,-3,5.00
6083,9,-2,5.00
6083,10,8,3.00
6083,11,-4,3.00
6083,12,10,2.00
6083,13,2,2.00
6083,14,4,2.00
6083,15,-5,2.00
6083,16,4,4.00
6083,17,0,4.00
6083,18,2,3.00
6083,19,6,3.00
6084,0,5,3.00
6084,1,-5,6.00
6084,2,-2,6.00
6084,3,7,3.00
6084,4,8,4.00
6084,5,-5,4.00
6084,6,-1,4.00
6084,7,7,1.00
6084,8,-4,1.00
6084,9,-3,1.00
6084,10,-1,1.00
6084,11,8,-3.00
6084,12,0,-3.00
6084,13,6,-5.00
6084,14,0,-5.00
6084,15,6,-5.00
6084,16,8,-2.00
6084,17,5,0.00
6084,18,6,-4.00
6084,19,-4,-5.00
6085,0,1,0.00
6085,1,-3,1.00
6085,2,9,0.00
6085,3,-2,-1.00
6085,4,-3,-2.00
6085,5,6,-2.00
6085,6,4,-1.00
6085,7,2,-1.00
6085,8,-4,-3.00
6085,9,9,-3.00
6085,10,-4,-4.00
6085,11,-1,-4.00
6085,12,5,-5.00
6085,13,4,-5.00
6085,14,4,-5.00
6085,15,-2,-4.00
6085,16,2,-4.00
6085,17,-2,-5.00
6085,18,6,-5.00
6085,19,0,-5.00
6086,0,0,0.00
6086,1,-2,0.00
6086,2,0,0.00
6086,3,6,0.00
6086,4,3,0.00
6086,5,-1,0.00
6086,6,-4,0.00
6086,7,-5,0.00
6086,8,5,3.00
6086,9,0,3.00
6086,10,1,3.00
6086,11,10,3.00
6086,12,10,2.00
6086,13,2,1.00
6086,14,1,1.00
6086,15,3,1.00
6086,16,10,8.00
6086,17,-5,10.00
6086,18,8,11.00
6086,19,-2,11.00
6087,0,4,2.00
6087,1,10,-3.00
6087,2,1,-3.00
6087,3,-3,-2.00
6087,4,2,-2.00
6087,5,-3,-2.00
6087,6,-3,-2.00
6087,7,9,-2.00
6087,8,-3,-3.00
6087,9,4,-2.00
6087,10,3,-2.00
6087,11,-2,-2.00
6087,12,-1,-2.00
6087,13,2,-2.00
6087,14,10,-8.00
6087,15,0,-8.00
6087,16,-2,-8.00
6087,17,4,-7.00
6087,18,5,-7.00
6087,19,3,-5.00
6088,0,1,0.00
6088,1,1,0.00
6088,2,4,0.00
6088,3,-5,2.00
6088,4,5,2.00
6088,5,-1,2.00
6088,6,5,2.00
6088,7,0,2.00
6088,8,5,2.00
6088,9,7,5.00
6088,10,4,5.00
6088,11,0,5.00
6088,12,2,6.00
6088,13,2,6.00
6088,14,5,8.00
6088,15,-4,8.00
6088,16,6,8.00
6088,17,3,8.00
6088,18,-1,8.00
6088,19,-1,8.00
6089,0,0,0.00
6089,1,9,3.00
6089,2,-4,3.00
6089,3,0,3.00
6089,4,-1,3.00
6089,5,2,3.00
6089,6,9,6.00
6089,7,10,2.00
6089,8,8,2.00
6089,9,1,2.00
6089,10,9,2.00
6089,11,1,2.00
6089,12,7,2.00
6089,13,3,1.00
6089,14,7,1.00
6089,15,10,1.00
6089,16,-1,1.00
6089,17,4,1.00
6089,18,3,2.00
6089,19,2,2.00
6090,0,8,-1.00
6090,1,6,-4.00
6090,2,3,-4.00
6090,3,6,-3.00
6090,4,-1,-3.00
6090,5,1,-3.00
6090,6,-3,-3.00
6090,7,-2,-3.00
6090,8,4,-2.00
6090,9,-3,-2.00
6090,10,5,-4.00
6090,11,-2,-4.00
6090,12,2,-4.00
6090,13,7,-8.00
6090,14,-4,-8.00
6090,15,4,-9.00
6090,16,9,-12.00
6090,17,3,-12.00
6090,18,5,-10.00
6090,19,3,-9.00
6091,0,4,1.00
6091,1,10,1.00
6091,2,-4,-1.00
6091,3,4,1.00
6091,4,6,1.00
6091,5,7,1.00
6091,6,5,2.00
6091,7,3,2.00
6091,8,6,5.00
6091,9,-4,3.00
6091,10,-3,4.00
6091,11,8,7.00
6091,12,5,8.00
6091,13,-1,8.00
6091,14,-5,9.00
6091,15,7,9.00
6091,16,8,10.00
6091,17,-3,12.00
6091,18,-4,12.00
6091,19,10,11.00
6092,0,2,0.00
6092,1,-4,-1.00
6092,2,10,2.00
6092,3,3,3.00
6092,4,10,9.00
6092,5,10,9.00
6092,6,3,10.00
6092,7,8,12.00
6092,8,-5,10.00
6092,9,2,9.00
6092,10,8,7.00
6092,11,-1,7.00
6092,12,7,10.00
6092,13,2,10.00
6092,14,3,10.00
6092,15,5,7.00
6092,16,-2,7.00
6092,17,9,4.00
6092,18,7,5.00
6092,19,9,0.00
6093,0,-5,-3.00
6093,1,4,-4.00
6093,2,-5,-4.00
6093,3,2,-4.00
6093,4,-3,-4.00
6093,5,8,-5.00
6093,6,5,-6.00
6093,7,4,-6.00
6093,8,10,-1.00
6093,9,-3,-1.00
6093,10,-1,-1.00
6093,11,7,-2.00
6093,12,2,-2.00
6093,13,-1,-2.00
6093,14,-1,-2.00
6093,15,-4,-4.00
6093,16,-2,-5.00
6093,17,9,-8.00
6093,18,-2,-9.00
6093,19,-3,-8.00
6094,0,9,0.00
6094,1,4,-1.00
6094,2,1,-1.00
6094,3,2,-1.00
6094,4,3,-1.00
6094,5,1,-1.00
6094,6,7,1.00
6094,7,4,-1.00
6094,8,3,-1.00
6094,9,4,0.00
6094,10,-3,0.00
6094,11,-1,0.00
6094,12,-3,0.00
6094,13,-1,0.00
6094,14,-3,1.00
6094,15,-5,1.00
6094,16,7,3.00
6094,17,4,3.00
6094,18,-2,3.00
6094,19,6,5.00
6095,0,8,3.00
6095,1,-4,4.00
6095,2,4,3.00
6095,3,8,8.00
6095,4,0,8.00
6095,5,4,9.00
6095,6,4,11.00
6095,7,10,16.00
6095,8,5,16.00
6095,9,10,16.00
6095,10,-1,16.00
6095,11,2,16.00
6095,12,-1,16.00
6095,13,-5,14.00
6095,14,0,14.00
6095,15,7,15.00
6095,16,10,11.00
6095,17,-1,11.00
6095,18,-5,13.00
6095,19,7,13.00
6096,0,-4,2.00
6096,1,7,3.00
6096,2,-4,5.00
6096,3,4,3.00
6096,4,10,-3.00
6096,5,1,-3.00
6096,6,-2,-3.00
6096,7,2,-3.00
6096,8,2,-2.00
6096,9,-3,-3.00
6096,10,5,-5.00
6096,11,-1,-5.00
6096,12,6,-8.00
6096,13,-2,-8.00
6096,14,9,-11.00
6096,15,4,-10.00
6096,16,8,-14.00
6096,17,-2,-13.00
6096,18,-1,-13.00
6096,19,2,-14.00
6097,0,9,4.00
6097,1,-2,4.00
6097,2,-5,5.00
6097,3,-1,5.00
6097,4,2,6.00
6097,5,0,6.00
6097,6,-1,6.00
6097,7,-1,6.00
6097,8,-5,4.00
6097,9,8,8.00
6097,10,0,8.00
6097,11,3,6.00
6097,12,-3,6.00
6097,13,0,6.00
6097,14,-1,6.00
6097,15,2,5.00
6097,16,-3,6.00
6097,17,5,6.00
6097,18,0,6.00
6097,19,1,6.00
6098,0,2,0.00
6098,1,10,-6.00
6098,2,6,-3.00
6098,3,2,-3.00
6098,4,8,-6.00
6098,5,5,-5.00
6098,6,2,-4.00
6098,7,6,-3.00
6098,8,3,-4.00
6098,9,-3,-4.00
6098,10,1,-4.00
6098,11,-3,-3.00
6098,12,2,-2.00
6098,13,9,-1.00
6098,14,8,2.00
6098,15,0,2.00
6098,16,0,2.00
6098,17,1,2.00
6098,18,10,2.00
6098,19,-1,2.00
6099,0,-2,0.00
6099,1,-2,0.00
6099,2,1,0.00
6099,3,-4,1.00
6099,4,3,2.00
6099,5,7,5.00
6099,6,3,4.00
6099,7,4,3.00
6099,8,-5,1.00
6099,9,1,1.00
6099,10,-3,1.00
6099,11,5,1.00
6099,12,10,2.00
6099,13,2,2.00
6099,14,9,5.00
6099,15,-2,5.00
6099,16,-2,5.00
6099,17,10,1.00
6099,18,10,0.00
6099,19,-2,0.00
6100,0,8,-4.00
6100,1,8,-8.00
6100,2,-2,-8.00
6100,3,-2,-8.00
6100,4,8,-11.00
6100,5,2,-11.00
6100,6,-3,-10.00
6100,7,8,-8.00
6100,8,7,-8.00
6100,9,-4,-10.00
6100,10,-5,-9.00
6100,11,-2,-9.00
6100,12,9,-6.00
6100,13,6,-4.00
6100,14,2,-4.00
6100,15,7,-3.00
6100,16,10,0.00
6100,17,-2,0.00
6100,18,-4,1.00
6100,19,-2,1.00
6101,0,10,-2.00
6101,1,-3,-2.00
6101,2,-1,-2.00
6101,3,-1,-2.00
6101,4,2,-2.00
6101,5,2,-2.00
6101,6,4,-2.00
6101,7,6,-4.00
6101,8,9,-3.00
6101,9,6,-1.00
6101,10,-5,2.00
6101,11,10,8.00
6101,12,-4,6.00
6101,13,5,7.00
6101,14,-1,7.00
6101,15,2,7.00
6101,16,10,9.00
6101,17,3,9.00
6101,18,0,9.00
6101,19,-3,10.00
6102,0,1,0.00
6102,1,-4,-1.00
6102,2,8,-1.00
6102,3,3,0.00
6102,4,1,0.00
6102,5,2,-1.00
6102,6,-2,-1.00
6102,7,6,1.00
6102,8,2,1.00
6102,9,-5,1.00
6102,10,-1,1.00
6102,11,-3,-1.00
6102,12,-1,-1.00
6102,13,5,-1.00
6102,14,7,-4.00
6102,15,-5,-4.00
6102,16,-4,-2.00
6102,17,5,-4.00
6102,18,-5,-4.00
6102,19,1,-4.00
6103,0,7,2.00
6103,1,-3,3.00
6103,2,9,3.00
6103,3,-2,3.00
6103,4,3,2.00
6103,5,2,2.00
6103,6,-3,1.00
6103,7,1,1.00
6103,8,9,-3.00
6103,9,-4,-2.00
6103,10,0,-2.00
6103,11,9,1.00
6103,12,1,1.00
6103,13,6,1.00
6103,14,-2,1.00
6103,15,0,1.00
6103,16,5,-1.00
6103,17,1,-1.00
6103,18,1,-1.00
6103,19,8,-5.00
6104,0,-2,0.00
6104,1,10,3.00
6104,2,5,2.00
6104,3,9,7.00
6104,4,-3,8.00
6104,5,9,8.00
6104,6,7,11.00
6104,7,9,12.00
6104,8,-4,13.00
6104,9,-4,13.00
6104,10,0,13.00
6104,11,5,11.00
6104,12,2,11.00
6104,13,2,10.00
6104,14,4,9.00
6104,15,-1,9.00
6104,16,-3,10.00
6104,17,8,13.00
6104,18,-3,13.00
6104,19,-2,13.00
6105,0,10,-3.00
6105,1,6,-5.00
6105,2,9,-11.00
6105,3,-3,-11.00
6105,4,9,-10.00
6105,5,7,-10.00
6105,6,1,-10.00
6105,7,7,-11.00
6105,8,9,-7.00
6105,9,10,-13.00
6105,10,-4,-11.00
6105,11,1,-11.00
6105,12,-4,-9.00
6105,13,7,-12.00
6105,14,10,-12.00
6105,15,7,-12.00
6105,16,-2,-13.00
6105,17,-3,-13.00
6105,18,0,-13.00
6105,19,5,-12.00
6106,0,6,2.00
6106,1,8,2.00
6106,2,5,0.00
6106,3,0,0.00
6106,4,8,0.00
6106,5,3,0.00
6106,6,9,0.00
6106,7,6,-2.00
6106,8,7,2.00
6106,9,2,2.00
6106,10,-4,3.00
6106,11,5,1.00
6106,12,-3,0.00
6106,13,1,0.00
6106,14,0,0.00
6106,15,-4,-2.00
6106,16,10,-2.00
6106,17,8,-4.00
6106,18,-5,-5.00
6106,19,7,-3.00
6107,0,1,0.00
6107,1,6,-2.00
6107,2,2,-1.00
6107,3,0,-1.00
6107,4,5,-2.00
6107,5,2,-1.00
6107,6,10,4.00
6107,7,7,0.00
6107,8,-2,1.00
6107,9,2,0.00
6107,10,1,0.00
6107,11,-1,0.00
6107,12,-1,0.00
6107,13,5,0.00
6107,14,7,1.00
6107,15,-4,-1.00
6107,16,4,0.00
6107,17,-4,1.00
6107,18,0,1.00
6107,19,10,-3.00
6108,0,8,-2.00
6108,1,8,-7.00
6108,2,-3,-7.00
6108,3,6,-4.00
6108,4,9,-2.00
6108,5,4,-3.00
6108,6,0,-3.00
6108,7,2,-3.00
6108,8,0,-3.00
6108,9,7,1.00
6108,10,3,2.00
6108,11,-1,2.00
6108,12,-5,2.00
6108,13,7,4.00
6108,14,1,4.00
6108,15,-4,6.00
6108,16,0,6.00
6108,17,10,10.00
6108,18,-1,10.00
6108,19,-2,9.00
6109,0,9,-3.00
6109,1,-1,-3.00
6109,2,1,-3.00
6109,3,10,2.00
6109,4,3,2.00
6109,5,2,2.00
6109,6,6,-1.00
6109,7,4,-2.00
6109,8,5,-3.00
6109,9,4,-2.00
6109,10,-3,-3.00
6109,11,-4,-4.00
6109,12,-3,-4.00
6109,13,8,-5.00
6109,14,-5,-5.00
6109,15,1,-5.00
6109,16,-1,-5.00
6109,17,8,0.00
6109,18,-3,0.00
6109,19,-1,0.00
6110,0,4,0.00
6110,1,-1,0.00
6110,2,0,0.00
6110,3,-2,-1.00
6110,4,-4,1.00
6110,5,0,1.00
6110,6,8,1.00
6110,7,10,4.00
6110,8,4,4.00
6110,9,-1,4.00
6110,10,1,4.00
6110,11,5,1.00
6110,12,-4,0.00
6110,13,2,-1.00
6110,14,8,-2.00
6110,15,-5,-3.00
6110,16,5,-2.00
6110,17,-3,-2.00
6110,18,-4,-4.00
6110,19,-5,-4.00
6111,0,9,0.00
6111,1,-1,0.00
6111,2,7,0.00
6111,3,6,1.00
6111,4,-5,0.00
6111,5,8,-4.00
6111,6,-4,-3.00
6111,7,1,-3.00
6111,8,1,-3.00
6111,9,5,-1.00
6111,10,-5,0.00
6111,11,1,0.00
6111,12,-1,0.00
6111,13,6,3.00
6111,14,1,3.00
6111,15,-3,4.00
6111,16,7,8.00
6111,17,-1,8.00
6111,18,-4,10.00
6111,19,-5,11.00
6112,0,1,0.00
6112,1,-5,-1.00
6112,2,0,-1.00
6112,3,6,1.00
6112,4,-4,3.00
6112,5,10,6.00
6112,6,-2,6.00
6112,7,0,6.00
6112,8,-4,8.00
6112,9,1,8.00
6112,10,8,8.00
6112,11,-5,10.00
6112,12,10,6.00
6112,13,10,3.00
6112,14,-3,3.00
6112,15,4,2.00
6112,16,8,-3.00
6112,17,10,-3.00
6112,18,1,-3.00
6112,19,8,-5.00
6113,0,1,0.00
6113,1,7,-4.00
6113,2,-4,-3.00
6113,3,2,-3.00
6113,4,7,-2.00
6113,5,-4,-1.00
6113,6,-3,-1.00
6113,7,8,0.00
6113,8,1,0.00
6113,9,-1,0.00
6113,10,-2,0.00
6113,11,1,0.00
6113,12,-3,0.00
6113,13,7,-3.00
6113,14,0,-3.00
6113,15,8,-6.00
6113,16,2,-6.00
6113,17,0,-6.00
6113,18,8,-2.00
6113,19,2,-3.00
6114,0,3,1.00
6114,1,4,2.00
6114,2,1,2.00
6114,3,9,-3.00
6114,4,-2,-2.00
6114,5,8,-4.00
6114,6,3,-4.00
6114,7,-5,-2.00
6114,8,-3,-3.00
6114,9,7,-3.00
6114,10,5,-4.00
6114,11,-3,-4.00
6114,12,8,-7.00
6114,13,-2,-8.00
6114,14,-1,-8.00
6114,15,5,-9.00
6114,16,-5,-10.00
6114,17,-1,-10.00
6114,18,8,-6.00
6114,19,0,-6.00
6115,0,8,2.00
6115,1,-1,2.00
6115,2,-1,2.00
6115,3,-1,2.00
6115,4,8,2.00
6115,5,7,-2.00
6115,6,-1,-2.00
6115,7,6,1.00
6115,8,9,3.00
6115,9,2,3.00
6115,10,7,7.00
6115,11,0,7.00
6115,12,9,9.00
6115,13,-2,9.00
6115,14,-5,8.00
6115,15,7,7.00
6115,16,4,7.00
6115,17,-3,9.00
6115,18,2,9.00
6115,19,4,10.00
6116,0,5,0.00
6116,1,5,2.00
6116,2,-4,4.00
6116,3,2,4.00
6116,4,-5,2.00
6116,5,-3,3.00
6116,6,3,4.00
6116,7,5,6.00
6116,8,5,6.00
6116,9,-4,7.00
6116,10,9,6.00
6116,11,-1,6.00
6116,12,10,11.00
6116,13,4,9.00
6116,14,-3,7.00
6116,15,2,6.00
6116,16,6,8.00
6116,17,-3,8.00
6116,18,-1,8.00
6116,19,4,7.00
6117,0,10,-2.00
6117,1,-4,0.00
6117,2,-1,0.00
6117,3,5,0.00
6117,4,7,-3.00
6117,5,6,-6.00
6117,6,-3,-6.00
6117,7,1,-6.00
6117,8,4,-4.00
6117,9,5,-1.00
6117,10,-3,-1.00
6117,11,9,-7.00
6117,12,-4,-9.00
6117,13,0,-9.00
6117,14,7,-8.00
6117,15,7,-6.00
6117,16,-3,-6.00
6117,17,-5,-7.00
6117,18,-2,-7.00
6117,19,6,-11.00
6118,0,3,0.00
6118,1,7,0.00
6118,2,9,0.00
6118,3,3,2.00
6118,4,3,3.00
6118,5,5,4.00
6118,6,8,4.00
6118,7,-2,5.00
6118,8,3,4.00
6118,9,3,4.00
6118,10,4,4.00
6118,11,8,-1.00
6118,12,-2,-1.00
6118,13,-5,-1.00
6118,14,5,1.00
6118,15,-2,1.00
6118,16,9,2.00
6118,17,-1,2.00
6118,18,1,2.00
6118,19,-1,2.00
6119,0,-2,0.00
6119,1,3,0.00
6119,2,9,-2.00
6119,3,3,-1.00
6119,4,8,-1.00
6119,5,0,-1.00
6119,6,9,-6.00
6119,7,-4,-6.00
6119,8,4,-7.00
6119,9,2,-7.00
6119,10,1,-7.00
6119,11,10,-7.00
6119,12,2,-6.00
6119,13,-4,-7.00
6119,14,10,-7.00
6119,15,0,-7.00
6119,16,10,-3.00
6119,17,3,-2.00
6119,18,-5,-5.00
6119,19,-3,-6.00
6120,0,-3,0.00
6120,1,6,3.00
6120,2,5,3.00
6120,3,10,3.00
6120,4,9,1.00
6120,5,1,1.00
6120,6,7,4.00
6120,7,-3,4.00
6120,8,-2,3.00
6120,9,3,4.00
6120,10,8,7.00
6120,11,6,7.00
6120,12,3,7.00
6120,13,5,5.00
6120,14,-3,5.00
6120,15,-4,4.00
6120,16,-1,4.00
6120,17,2,3.00
6120,18,0,3.00
6120,19,5,3.00
6121,0,7,-1.00
6121,1,0,-1.00
6121,2,0,-1.00
6121,3,0,-1.00
6121,4,6,-1.00
6121,5,-3,0.00
6121,6,7,1.00
6121,7,-3,0.00
6121,8,0,0.00
6121,9,-2,0.00
6121,10,3,2.00
6121,11,2,2.00
6121,12,7,4.00
6121,13,-4,3.00
6121,14,8,-2.00
6121,15,7,-6.00
6121,16,10,-6.00
6121,17,3,-6.00
6121,18,2,-7.00
6121,19,-4,-6.00
6122,0,8,5.00
6122,1,2,5.00
6122,2,2,5.00
6122,3,1,5.00
6122,4,10,2.00
6122,5,9,6.00
6122,6,2,5.00
6122,7,0,5.00
6122,8,-1,5.00
6122,9,3,5.00
6122,10,1,5.00
6122,11,1,5.00
6122,12,3,4.00
6122,13,-2,4.00
6122,14,-3,4.00
6122,15,-1,4.00
6122,16,10,8.00
6122,17,5,8.00
6122,18,7,10.00
6122,19,6,8.00
6123,0,-2,0.00
6123,1,0,0.00
6123,2,1,0.00
6123,3,-4,0.00
6123,4,9,-5.00
6123,5,-4,-7.00
6123,6,9,-1.00
6123,7,4,-3.00
6123,8,5,-3.00
6123,9,9,-3.00
6123,10,6,1.00
6123,11,8,-1.00
6123,12,3,-1.00
6123,13,-5,2.00
6123,14,1,2.00
6123,15,-3,2.00
6123,16,-3,2.00
6123,17,-5,2.00
6123,18,3,3.00
6123,19,7,2.00
6124,0,4,-2.00
6124,1,-2,-2.00
6124,2,-2,-2.00
6124,3,4,-3.00
6124,4,0,-3.00
6124,5,2,-2.00
6124,6,4,-3.00
6124,7,4,-4.00
6124,8,9,-10.00
6124,9,-4,-11.00
6124,10,10,-14.00
6124,11,7,-13.00
6124,12,0,-13.00
6124,13,8,-13.00
6124,14,8,-15.00
6124,15,2,-16.00
6124,16,0,-16.00
6124,17,4,-17.00
6124,18,5,-19.00
6124,19,1,-19.00
6125,0,4,-2.00
6125,1,9,-1.00
6125,2,2,-1.00
6125,3,10,5.00
6125,4,3,6.00
6125,5,8,11.00
6125,6,4,13.00
6125,7,-2,13.00
6125,8,6,17.00
6125,9,0,17.00
6125,10,5,17.00
6125,11,0,17.00
6125,12,8,17.00
6125,13,6,18.00
6125,14,6,21.00
6125,15,1,21.00
6125,16,-2,20.00
6125,17,1,20.00
6125,18,6,20.00
6125,19,-2,20.00
6126,0,-5,1.00
6126,1,-2,1.00
6126,2,7,1.00
6126,3,5,3.00
6126,4,2,4.00
6126,5,-3,4.00
6126,6,2,4.00
6126,7,-4,2.00
6126,8,8,7.00
6126,9,9,7.00
6126,10,3,8.00
6126,11,-1,8.00
6126,12,1,8.00
6126,13,-5,7.00
6126,14,-2,7.00
6126,15,5,7.00
6126,16,1,7.00
6126,17,10,9.00
6126,18,5,10.00
6126,19,3,10.00
6127,0,3,0.00
6127,1,-3,0.00
6127,2,9,0.00
6127,3,6,2.00
6127,4,-5,5.00
6127,5,4,5.00
6127,6,-3,4.00
6127,7,8,3.00
6127,8,8,7.00
6127,9,0,7.00
6127,10,2,7.00
6127,11,-3,7.00
6127,12,6,8.00
6127,13,5,6.00
6127,14,6,9.00
6127,15,0,9.00
6127,16,0,9.00
6127,17,10,2.00
6127,18,-1,2.00
6127,19,6,0.00
6128,0,0,0.00
6128,1,0,0.00
6128,2,10,2.00
6128,3,-2,2.00
6128,4,3,1.00
6128,5,4,1.00
6128,6,-1,1.00
6128,7,4,-1.00
6128,8,-1,-1.00
6128,9,-1,-1.00
6128,10,-3,-1.00
6128,11,2,-1.00
6128,12,10,3.00
6128,13,7,3.00
6128,14,-2,3.00
6128,15,7,1.00
6128,16,7,-3.00
6128,17,-4,-1.00
6128,18,-3,0.00
6128,19,-2,0.00
6129,0,-5,0.00
6129,1,5,1.00
6129,2,5,0.00
6129,3,2,0.00
6129,4,7,-3.00
6129,5,6,-6.00
6129,6,2,-6.00
6129,7,2,-6.00
6129,8,2,-6.00
6129,9,9,-10.00
6129,10,-3,-10.00
6129,11,9,-15.00
6129,12,4,-16.00
6129,13,10,-17.00
6129,14,7,-18.00
6129,15,9,-22.00
6129,16,2,-22.00
6129,17,-4,-22.00
6129,18,-3,-22.00
6129,19,-1,-22.00
6130,0,0,0.00
6130,1,7,3.00
6130,2,8,0.00
6130,3,5,-2.00
6130,4,-3,-2.00
6130,5,-1,-2.00
6130,6,-3,-2.00
6130,7,10,-2.00
6130,8,3,-2.00
6130,9,9,-5.00
6130,10,2,-5.00
6130,11,3,-5.00
6130,12,5,-4.00
6130,13,-3,-6.00
6130,14,0,-6.00
6130,15,5,-7.00
6130,16,8,-8.00
6130,17,-5,-10.00
6130,18,9,-14.00
6130,19,9,-16.00
6131,0,1,0.00
6131,1,1,0.00
6131,2,0,0.00
6131,3,-2,0.00
6131,4,7,4.00
6131,5,6,1.00
6131,6,2,1.00
6131,7,2,0.00
6131,8,-5,-3.00
6131,9,-1,-3.00
6131,10,1,-3.00
6131,11,4,-5.00
6131,12,-1,-5.00
6131,13,3,-6.00
6131,14,4,-8.00
6131,15,-2,-8.00
6131,16,4,-7.00
6131,17,10,-6.00
6131,18,8,-9.00
6131,19,8,-11.00
6132,0,-1,0.00
6132,1,0,0.00
6132,2,2,0.00
6132,3,9,-1.00
6132,4,3,-1.00
6132,5,-1,-1.00
6132,6,-5,-4.00
6132,7,0,-4.00
6132,8,4,-5.00
6132,9,5,-6.00
6132,10,-1,-6.00
6132,11,-2,-6.00
6132,12,-5,-7.00
6132,13,8,-4.00
6132,14,8,-8.00
6132,15,0,-8.00
6132,16,0,-8.00
6132,17,10,-6.00
6132,18,0,-6.00
6132,19,9,-3.00
6133,0,2,-1.00
6133,1,-1,-1.00
6133,2,1,-1.00
6133,3,6,-1.00
6133,4,6,-2.00
6133,5,0,-2.00
6133,6,0,-2.00
6133,7,-3,-2.00
6133,8,0,-2.00
6133,9,10,3.00
6133,10,2,3.00
6133,11,8,-1.00
6133,12,-1,-1.00
6133,13,3,-2.00
6133,14,3,-3.00
6133,15,-5,-2.00
6133,16,-4,-2.00
6133,17,8,0.00
6133,18,9,-2.00
6133,19,-2,-1.00
6134,0,3,0.00
6134,1,6,3.00
6134,2,5,2.00
6134,3,10,4.00
6134,4,-2,4.00
6134,5,9,4.00
6134,6,6,5.00
6134,7,8,9.00
6134,8,3,8.00
6134,9,3,8.00
6134,10,8,8.00
6134,11,-2,8.00
6134,12,7,4.00
6134,13,4,5.00
6134,14,9,7.00
6134,15,5,8.00
6134,16,0,8.00
6134,17,5,9.00
6134,18,1,9.00
6134,19,-4,9.00
6135,0,-2,0.00
6135,1,-1,0.00
6135,2,5,3.00
6135,3,-1,3.00
6135,4,4,4.00
6135,5,-5,1.00
6135,6,-4,0.00
6135,7,0,0.00
6135,8,1,0.00
6135,9,-2,0.00
6135,10,3,-1.00
6135,11,8,-6.00
6135,12,2,-5.00
6135,13,10,-4.00
6135,14,-2,-5.00
6135,15,9,-2.00
6135,16,0,-2.00
6135,17,2,-2.00
6135,18,10,-7.00
6135,19,6,-9.00
6136,0,0,0.00
6136,1,-5,-2.00
6136,2,3,-2.00
6136,3,4,-4.00
6136,4,6,-2.00
6136,5,-1,-2.00
6136,6,-4,-2.00
6136,7,2,-2.00
6136,8,8,-5.00
6136,9,6,-5.00
6136,10,2,-5.00
6136,11,-2,-6.00
6136,12,4,-8.00
6136,13,7,-11.00
6136,14,0,-11.00
6136,15,4,-10.00
6136,16,3,-10.00
6136,17,0,-10.00
6136,18,1,-10.00
6136,19,-2,-9.00
6137,0,7,-1.00
6137,1,-4,-2.00
6137,2,1,-2.00
6137,3,2,-3.00
6137,4,-1,-3.00
6137,5,1,-3.00
6137,6,5,-5.00
6137,7,2,-5.00
6137,8,-3,-4.00
6137,9,-5,-7.00
6137,10,5,-8.00
6137,11,-4,-9.00
6137,12,-3,-8.00
6137,13,-1,-8.00
6137,14,2,-9.00
6137,15,-5,-9.00
6137,16,-3,-11.00
6137,17,9,-11.00
6137,18,-4,-11.00
6137,19,8,-11.00
6138,0,4,0.00
6138,1,-3,1.00
6138,2,9,4.00
6138,3,-1,4.00
6138,4,-5,1.00
6138,5,-1,1.00
6138,6,6,-1.00
6138,7,4,1.00
6138,8,4,1.00
6138,9,5,0.00
6138,10,1,0.00
6138,11,-4,0.00
6138,12,-5,-2.00
6138,13,0,-2.00
6138,14,-5,-5.00
6138,15,4,-7.00
6138,16,9,-8.00
6138,17,-3,-9.00
6138,18,-1,-9.00
6138,19,5,-7.00
6139,0,7,-1.00
6139,1,0,-1.00
6139,2,10,3.00
6139,3,2,3.00
6139,4,3,4.00
6139,5,6,6.00
6139,6,1,6.00
6139,7,-2,6.00
6139,8,0,6.00
6139,9,8,4.00
6139,10,0,4.00
6139,11,-2,4.00
6139,12,6,4.00
